NCT Number,Study Status,Study Results,Conditions,Sponsor,Sex,Age,Phases,Enrollment,Trial Duration (days),Number of Sites,Intervention Type,has_collaborator,Allocation,Primary Purpose,blinding_level,query_rate,risk_category,therapeutic_area,sponsor_type,protocol_amendment_count,crf_page_count,site_experience_score,country_risk_score,investigator_tenure_years,screen_failure_rate,enrollment_velocity,avg_time_visit_to_entry_days,edit_check_density_per_domain,historical_query_resolution_time_days,sdtm_domain_count,complex_derivations_flag,external_data_feeds_count
NCT00510133,COMPLETED,NO,Acute Myelogenous Leukemia,"Asterias Biotherapeutics, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE2,21.0,2588,6,BIOLOGICAL,0,UNKNOWN,TREATMENT,0,54.11,HIGH,ONCOLOGY,INDUSTRY,3,142,5.97,3,3.27,0.2542,0.24343122102009274,2.7,47,2.8,11,1,4
NCT02764333,COMPLETED,YES,Ovarian Cancer,Memorial Sloan Kettering Cancer Center,FEMALE,"ADULT, OLDER_ADULT",PHASE2,29.0,1720,5,BIOLOGICAL,1,UNKNOWN,TREATMENT,0,71.29,HIGH,ONCOLOGY,ACADEMIC_GOVT,3,170,5.57,1,1.43,0.4336,0.5058139534883721,5.0,30,11.7,16,1,4
NCT00598247,COMPLETED,NO,Advanced Colorectal Cancer,University of Southern California,FEMALE,"ADULT, OLDER_ADULT",PHASE1,15.0,1277,1,DRUG,1,NON_RANDOMIZED,TREATMENT,0,16.39,LOW,ONCOLOGY,ACADEMIC_GOVT,0,63,6.61,3,3.89,0.2995,0.3523884103367267,3.8,14,4.9,3,0,0
NCT03658447,COMPLETED,NO,Metastatic Castration Resistant Prostate Cancer,"Peter MacCallum Cancer Centre, Australia",MALE,"ADULT, OLDER_ADULT",PHASE2,37.0,1259,4,DRUG,0,UNKNOWN,TREATMENT,0,79.18,HIGH,ONCOLOGY,ACADEMIC_GOVT,3,108,6.19,3,7.45,0.3279,0.8816521048451151,7.5,30,2.6,15,1,3
NCT00423449,COMPLETED,YES,Non-Small Cell Lung Cancer,Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE1,61.0,1127,0,DRUG,0,NON_RANDOMIZED,TREATMENT,0,18.97,LOW,ONCOLOGY,INDUSTRY,1,63,5.46,1,5.07,0.3818,1.623779946761313,0.5,14,2.6,7,0,4
NCT01325558,COMPLETED,NO,Locally Advanced Malignant Neoplasm|Malignant Solid Tumour,Altor BioScience,ALL,"ADULT, OLDER_ADULT",PHASE1,30.0,1372,4,BIOLOGICAL,0,NON_RANDOMIZED,TREATMENT,0,9.62,LOW,ONCOLOGY,INDUSTRY,4,71,6.81,3,0.5,0.1511,0.6559766763848396,1.3,17,10.5,10,0,1
NCT00102726,COMPLETED,NO,Thrombocytopaenia,GlaxoSmithKline,ALL,"ADULT, OLDER_ADULT",PHASE2,183.0,730,95,DRUG,0,RANDOMIZED,TREATMENT,4,91.71,HIGH,OTHER,INDUSTRY,5,105,4.5,5,5.56,0.6604,7.52054794520548,0.7,40,2.5,18,1,1
NCT00003085,TERMINATED,NO,Pancreatic Cancer,University of Southern California,ALL,"ADULT, OLDER_ADULT",PHASE2,28.0,1399,1,PROCEDURE,1,UNKNOWN,DIAGNOSTIC,0,12.83,LOW,ONCOLOGY,ACADEMIC_GOVT,2,103,4.41,1,7.97,0.471,0.6004288777698356,3.5,19,13.5,9,0,1
NCT04410185,COMPLETED,NO,Cancer|Pain,Centre Francois Baclesse,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,31.0,154,1,BEHAVIORAL,1,UNKNOWN,OTHER,0,13.94,LOW,ONCOLOGY,ACADEMIC_GOVT,2,49,4.95,3,2.1,0.2846,6.038961038961038,9.9,17,1.4,6,0,0
NCT00272987,TERMINATED,YES,"Neoplasms, Breast",Novartis Pharmaceuticals,FEMALE,"ADULT, OLDER_ADULT",PHASE3,63.0,5060,16,DRUG,0,NON_RANDOMIZED,TREATMENT,0,101.81,HIGH,ONCOLOGY,INDUSTRY,12,243,7.98,3,0.94,0.3853,0.37351778656126483,6.0,63,5.3,20,1,2
NCT00301093,COMPLETED,NO,Leukemia,Dana-Farber Cancer Institute,ALL,"ADULT, OLDER_ADULT",PHASE1,3.0,5488,1,BIOLOGICAL,1,UNKNOWN,TREATMENT,0,31.2,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,1,78,7.62,2,1.73,0.3286,0.1,10.0,19,5.4,11,0,6
NCT03723187,COMPLETED,NO,Cancer,Chang Gung Memorial Hospital,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,38.0,1094,1,OTHER,0,RANDOMIZED,OTHER,0,25.42,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,108,4.7,3,2.41,0.1647,1.0420475319926874,8.2,22,14.3,9,0,1
NCT03030287,COMPLETED,NO,"Cancer Ovaries|Cancer Peritoneal|Cancer, Fallopian Tube","OncoMed Pharmaceuticals, Inc.",FEMALE,"ADULT, OLDER_ADULT",PHASE1,44.0,1217,7,DRUG,0,UNKNOWN,TREATMENT,0,34.55,MEDIUM,ONCOLOGY,INDUSTRY,3,59,6.58,3,4.29,0.3175,1.0846343467543138,3.1,11,9.9,8,0,2
NCT03761914,COMPLETED,YES,Acute Myelogenous Leukemia|Ovarian Cancer|Colorectal Cancer|Triple-negative Breast Cancer|Small-cell Lung Cancer,Sellas Life Sciences Group,ALL,"ADULT, OLDER_ADULT",PHASE2,26.0,1123,12,BIOLOGICAL,1,NON_RANDOMIZED,TREATMENT,0,30.93,MEDIUM,ONCOLOGY,INDUSTRY,6,176,4.68,2,2.76,0.3071,0.6945681211041853,3.0,32,2.3,16,1,1
NCT02822716,TERMINATED,NO,Hepatic Malignant Tumors|Pancreatic Cancer,Chinese University of Hong Kong,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,11.0,2620,1,PROCEDURE,0,UNKNOWN,TREATMENT,0,23.25,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,3,103,4.36,1,0.5,0.1156,0.12595419847328246,4.3,18,7.6,10,1,1
NCT00622414,COMPLETED,NO,"Unspecified Childhood Solid Tumor, Protocol Specific",National Cancer Institute (NCI),ALL,"CHILD, ADULT",PHASE1,27.0,671,6,BIOLOGICAL,0,UNKNOWN,TREATMENT,0,41.22,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,68,7.16,3,7.89,0.3035,1.2071535022354694,7.6,15,5.2,9,1,1
NCT04831814,COMPLETED,NO,Colorectal Polyp|Colorectal Neoplasms,Prince of Songkla University,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,118.0,651,1,DIAGNOSTIC_TEST,0,RANDOMIZED,DIAGNOSTIC,0,13.89,LOW,ONCOLOGY,ACADEMIC_GOVT,1,108,4.79,1,1.04,0.3499,5.43778801843318,1.0,23,22.2,6,1,2
NCT00156416,COMPLETED,NO,Menopause,University of Pittsburgh,FEMALE,"ADULT, OLDER_ADULT",PHASE2,51.0,2129,1,BEHAVIORAL,1,RANDOMIZED,TREATMENT,1,51.47,HIGH,OTHER,ACADEMIC_GOVT,3,49,6.9,3,0.55,0.4332,0.7186472522310944,11.4,15,19.6,7,1,0
NCT01258816,COMPLETED,NO,Relapsed/Refractory AML,Clavis Pharma,ALL,"ADULT, OLDER_ADULT",PHASE1,43.0,974,6,DRUG,1,UNKNOWN,TREATMENT,0,44.89,HIGH,OTHER,INDUSTRY,0,67,3.34,2,3.05,0.4043,1.3244353182751538,0.5,13,6.1,6,1,3
NCT02541604,TERMINATED,YES,Solid Tumor,Hoffmann-La Roche,ALL,"CHILD, ADULT",PHASE2,87.0,1284,30,DRUG,0,UNKNOWN,TREATMENT,0,51.19,HIGH,ONCOLOGY,INDUSTRY,2,147,8.06,4,3.14,0.4529,2.032710280373832,3.0,36,7.4,10,1,0
NCT04985604,TERMINATED,YES,"Melanoma|Solid Tumor|CRAF Gene Amplification|RAF1 Gene Amplification|BRAF Gene Fusion|BRAF Fusion|CRAF Gene Fusion|CRAF Fusion|RAF1 Gene Fusion|RAF1 Fusion|Thyroid Cancer, Papillary|Spitzoid Melanoma|Pilocytic Astrocytoma|Pilocytic Astrocytoma, Adult|Non Small Cell Lung Cancer|Non-Small Cell Adenocarcinoma|Colorectal Cancer|Pancreatic Acinar Carcinoma|Spitzoid Malignant Melanoma|Bladder Cancer|Bladder Urothelial Carcinoma|MAP Kinase Family Gene Mutation|RAF Mutation","Day One Biopharmaceuticals, Inc.",ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,23.0,1089,20,DRUG,0,NON_RANDOMIZED,TREATMENT,0,32.65,MEDIUM,METABOLIC,INDUSTRY,1,134,6.55,4,2.74,0.2707,0.6336088154269973,2.3,29,3.2,17,0,3
NCT04281784,COMPLETED,YES,"Dementia|Chronic Disease|Neoplasm Metastasis|Lung Neoplasm|Pulmonary Disease, Chronic Obstructive|Heart Failure，Congestive|Liver Cirrhosis|Kidney Failure, Chronic|Lung Diseases, Interstitial|Peripheral Vascular Disease|Diabetes With End Organ Injury",University of Washington,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,2512.0,886,3,BEHAVIORAL,1,RANDOMIZED,SUPPORTIVE_CARE,1,22.57,LOW,NEUROLOGY,ACADEMIC_GOVT,5,47,4.99,1,1.01,0.2799,69.51506426735254,2.8,9,9.0,4,0,0
NCT02248584,COMPLETED,NO,Skin Neoplasms,"University of Campinas, Brazil",ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,60.0,334,0,DIETARY_SUPPLEMENT,0,RANDOMIZED,PREVENTION,2,24.67,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,0,93,6.75,2,2.7,0.2342,5.389221556886228,17.3,22,14.5,10,0,1
NCT03792984,COMPLETED,NO,Polycystic Ovary Syndrome|Vitamin D Deficiency/Insufficiency,Damascus University,FEMALE,ADULT,PHASE3,40.0,394,2,DIETARY_SUPPLEMENT,0,RANDOMIZED,TREATMENT,1,42.09,HIGH,OTHER,ACADEMIC_GOVT,4,152,6.24,2,3.53,0.3444,3.0456852791878175,7.1,34,10.3,19,1,2
NCT00918333,COMPLETED,YES,Adult Nasal Type Extranodal NK/T-cell Lymphoma|Anaplastic Large Cell Lymphoma|Angioimmunoblastic T-cell Lymphoma|B-cell Adult Acute Lymphoblastic Leukemia|Extranodal Marginal Zone B-cell Lymphoma of Mucosa-associated Lymphoid Tissue|Hepatosplenic T-cell Lymphoma|Nodal Marginal Zone B-cell Lymphoma|Post-transplant Lymphoproliferative Disorder|Primary Central Nervous System Non-Hodgkin Lymphoma|Recurrent Adult Acute Lymphoblastic Leukemia|Recurrent Adult Burkitt Lymphoma|Recurrent Adult Diffuse Large Cell Lymphoma|Recurrent Adult Hodgkin Lymphoma|Recurrent Adult Lymphoblastic Lymphoma|Recurrent Adult T-cell Leukemia/Lymphoma|Recurrent Cutaneous T-cell Non-Hodgkin Lymphoma|Recurrent Grade 1 Follicular Lymphoma|Recurrent Grade 2 Follicular Lymphoma|Recurrent Grade 3 Follicular Lymphoma|Recurrent Mantle Cell Lymphoma|Recurrent Marginal Zone Lymphoma|Recurrent Mycosis Fungoides/Sezary Syndrome|Recurrent Small Lymphocytic Lymphoma|Refractory Chronic Lymphocytic Leukemia|Refractory Multiple Myeloma|Splenic Marginal Zone Lymphoma|T-cell Adult Acute Lymphoblastic Leukemia|Waldenström Macroglobulinemia,Mayo Clinic,ALL,"ADULT, OLDER_ADULT",PHASE2,124.0,3697,3,DRUG,1,UNKNOWN,TREATMENT,0,41.68,MEDIUM,ONCOLOGY,INDUSTRY,7,105,5.59,3,0.5,0.231,1.0062212604814715,11.4,22,1.7,8,1,0
NCT00580333,COMPLETED,YES,Breast Cancer,Massachusetts General Hospital,ALL,"ADULT, OLDER_ADULT",PHASE2,51.0,4657,3,DRUG,1,UNKNOWN,TREATMENT,0,37.0,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,3,122,4.22,3,9.28,0.5448,0.32853768520506765,5.2,25,6.2,11,1,0
NCT03532347,COMPLETED,NO,"Pancreas Cancer|Pancreas Neoplasm, Benign|Chronic Pancreatitis|Pancreas Adenocarcinoma",Newcastle-upon-Tyne Hospitals NHS Trust,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,108.0,531,1,DEVICE,1,UNKNOWN,DIAGNOSTIC,0,26.39,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,87,5.88,3,1.71,0.3584,6.101694915254238,0.5,23,9.6,9,1,1
NCT01196247,COMPLETED,NO,Previously Treated Metastatic Pancreatic Cancer,Translational Drug Development,ALL,"ADULT, OLDER_ADULT",PHASE2,35.0,518,1,DRUG,1,NON_RANDOMIZED,TREATMENT,0,11.65,LOW,ONCOLOGY,INDUSTRY,2,97,4.54,4,4.26,0.2768,2.027027027027027,1.8,34,1.1,5,0,2
NCT00182052,COMPLETED,NO,Adenocarcinoma of the Prostate|Prostate Cancer,Massachusetts General Hospital,MALE,"ADULT, OLDER_ADULT",PHASE3,100.0,1064,2,DRUG,1,RANDOMIZED,TREATMENT,2,62.04,HIGH,ONCOLOGY,ACADEMIC_GOVT,6,202,4.29,3,5.33,0.258,2.819548872180451,9.1,59,8.1,16,1,3
NCT02923258,COMPLETED,NO,Oral Cavity Squamous Cell Carcinoma,Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University,ALL,"ADULT, OLDER_ADULT",PHASE3,224.0,1835,1,DRUG,0,RANDOMIZED,TREATMENT,0,113.57,HIGH,ONCOLOGY,ACADEMIC_GOVT,11,252,3.93,2,4.62,0.3313,3.6621253405994554,1.3,48,5.4,20,1,2
NCT00721058,COMPLETED,NO,Breast Cancer,Maastricht Radiation Oncology,FEMALE,"ADULT, OLDER_ADULT",NOT_REPORTED,60.0,426,1,OTHER,1,UNKNOWN,DIAGNOSTIC,0,15.46,LOW,ONCOLOGY,INDUSTRY,2,83,6.34,1,0.9,0.1806,4.225352112676057,1.3,22,3.9,11,0,0
NCT02455648,COMPLETED,NO,Barrett Esophagus,Matthias Löhr,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,10.0,2275,1,PROCEDURE,0,RANDOMIZED,TREATMENT,0,33.38,MEDIUM,OTHER,INDUSTRY,1,67,4.6,2,0.5,0.2555,0.13186813186813187,6.4,18,2.9,9,1,0
NCT01355926,COMPLETED,NO,Head and Neck Cancer,Memorial Sloan Kettering Cancer Center,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,68.0,3545,4,OTHER,1,RANDOMIZED,TREATMENT,1,19.76,LOW,ONCOLOGY,ACADEMIC_GOVT,5,116,6.04,1,5.44,0.1767,0.5754583921015515,1.4,16,11.7,10,1,0
NCT01289678,TERMINATED,YES,Acute Myelogenous Leukemia,Leo W. Jenkins Cancer Center,ALL,"ADULT, OLDER_ADULT",PHASE2,18.0,3714,1,DRUG,0,UNKNOWN,TREATMENT,0,21.66,LOW,ONCOLOGY,ACADEMIC_GOVT,6,104,4.74,1,0.5,0.4208,0.14539579967689822,7.6,32,5.1,13,0,2
NCT01843478,COMPLETED,NO,HIV Infection,Johns Hopkins University,FEMALE,"ADULT, OLDER_ADULT",NOT_REPORTED,97.0,516,1,OTHER,1,RANDOMIZED,PREVENTION,0,12.81,LOW,INFECTIOUS DISEASE,ACADEMIC_GOVT,3,89,5.76,4,10.31,0.2249,5.6395348837209305,4.4,18,6.7,11,1,1
NCT02098343,COMPLETED,YES,Platinum Sensitive Recurrent High-grade Serous Ovarian Cancer With Mutated p53,Aprea Therapeutics,FEMALE,"ADULT, OLDER_ADULT",PHASE2,247.0,1857,55,DRUG,0,RANDOMIZED,TREATMENT,0,77.32,HIGH,ONCOLOGY,INDUSTRY,3,137,4.89,3,0.64,0.379,3.990306946688207,2.5,36,15.5,13,0,2
NCT01351935,COMPLETED,NO,B Cell Non-Hodgkin's Lymphoma|Chronic Lymphocytic Leukemia|Waldenstrom Macroglobulinemia,Celgene,ALL,"ADULT, OLDER_ADULT",PHASE1,113.0,1439,13,DRUG,1,UNKNOWN,TREATMENT,0,46.0,HIGH,ONCOLOGY,INDUSTRY,3,58,5.95,1,8.17,0.2001,2.355802640722724,5.2,16,5.3,11,0,0
NCT00919035,COMPLETED,YES,Prostate Cancer,"Oncology Specialists, S.C.",MALE,"ADULT, OLDER_ADULT",PHASE2,21.0,1583,2,DRUG,1,UNKNOWN,TREATMENT,0,76.82,HIGH,ONCOLOGY,INDUSTRY,2,104,7.5,1,4.47,0.1842,0.3979785217940619,2.7,22,9.5,14,0,2
NCT02415608,TERMINATED,YES,Aggressive Systemic Mastocytosis|Mast Cell Leukemia|Systemic Mastocytosis,Jason Robert Gotlib,ALL,"ADULT, OLDER_ADULT",PHASE2,4.0,836,1,DRUG,1,NON_RANDOMIZED,TREATMENT,0,33.5,MEDIUM,ONCOLOGY,INDUSTRY,2,139,7.08,1,3.77,0.3523,0.14354066985645933,0.7,28,2.7,19,1,2
NCT04155008,TERMINATED,YES,Oncologic Complications|Quality of Life|Nutrition Poor|Head and Neck Cancer|Lung Cancer|Pancreatic Cancer,Montefiore Medical Center,ALL,"ADULT, OLDER_ADULT",PHASE4,1.0,35,1,DRUG,0,NON_RANDOMIZED,SUPPORTIVE_CARE,0,26.38,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,3,81,6.81,1,20.0,0.0597,0.8571428571428571,3.1,21,3.1,16,0,2
NCT00099008,COMPLETED,NO,Breast Cancer|Endometrial Cancer,UNC Lineberger Comprehensive Cancer Center,FEMALE,"ADULT, OLDER_ADULT",PHASE1,30.0,852,1,DIETARY_SUPPLEMENT,1,RANDOMIZED,PREVENTION,2,16.2,LOW,ONCOLOGY,ACADEMIC_GOVT,1,35,7.34,1,3.35,0.545,1.0563380281690142,5.4,11,8.4,5,0,3
NCT02391025,COMPLETED,NO,Prostatic Neoplasms,Rahul Aggarwal,MALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,39.0,2940,1,DRUG,1,UNKNOWN,DIAGNOSTIC,0,35.26,MEDIUM,ONCOLOGY,INDUSTRY,3,40,4.25,1,4.6,0.317,0.3979591836734694,2.4,10,4.1,4,0,1
NCT00313625,COMPLETED,NO,Multiple Myeloma and Plasma Cell Neoplasm,Fred Hutchinson Cancer Center,ALL,ADULT,PHASE2,20.0,668,1,DRUG,1,UNKNOWN,TREATMENT,0,11.48,LOW,ONCOLOGY,ACADEMIC_GOVT,3,132,4.18,2,0.69,0.4265,0.8982035928143713,0.7,24,9.3,12,0,1
NCT04381325,TERMINATED,NO,Advanced Solid Tumor,"Suzhou Transcenta Therapeutics Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE1,25.0,798,2,DRUG,0,UNKNOWN,TREATMENT,0,24.14,MEDIUM,ONCOLOGY,INDUSTRY,1,57,6.86,1,4.48,0.2835,0.9398496240601504,5.8,13,2.5,5,0,1
NCT00006125,COMPLETED,NO,Lymphoma,Alliance for Clinical Trials in Oncology,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,40.0,2222,76,DRUG,1,UNKNOWN,TREATMENT,0,97.12,HIGH,ONCOLOGY,INDUSTRY,7,142,6.06,5,4.76,0.3522,0.54005400540054,1.6,33,1.7,17,0,0
NCT02716376,COMPLETED,NO,Otitis Media With Effusion|Chronic Otitis Media|Hearing Loss,Zealand University Hospital,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,30.0,2191,0,DEVICE,0,RANDOMIZED,PREVENTION,1,25.21,MEDIUM,OTHER,ACADEMIC_GOVT,6,86,6.26,2,2.25,0.3704,0.4107713372889092,5.6,39,20.0,10,1,3
NCT00003076,COMPLETED,NO,Esophageal Cancer,University of Michigan Rogel Cancer Center,ALL,"ADULT, OLDER_ADULT",PHASE2,152.0,3653,5,DRUG,1,UNKNOWN,PREVENTION,0,61.99,HIGH,ONCOLOGY,ACADEMIC_GOVT,2,132,5.78,2,16.41,0.181,1.2482890774705722,3.8,27,5.6,16,0,4
NCT00103389,COMPLETED,NO,Lung Cancer,Cellxpert Biotechnology Corp.,ALL,"ADULT, OLDER_ADULT",PHASE2,98.0,1185,13,DRUG,1,RANDOMIZED,TREATMENT,0,28.88,MEDIUM,ONCOLOGY,INDUSTRY,4,120,5.72,2,4.18,0.3402,2.481012658227848,4.3,34,4.8,12,1,2
NCT00333099,COMPLETED,NO,Malnutrition|Esophageal Cancer|Head and Neck Cancer,"University Hospital, Clermont-Ferrand",ALL,"ADULT, OLDER_ADULT",PHASE4,250.0,1949,1,DIETARY_SUPPLEMENT,1,RANDOMIZED,UNKNOWN,2,13.44,LOW,ONCOLOGY,ACADEMIC_GOVT,4,66,7.38,1,2.83,0.0875,3.8481272447408927,7.9,22,7.9,10,1,2
NCT02558998,COMPLETED,NO,Non-Small Cell Lung Carcinoma (NSCLC),Abramson Cancer Center at Penn Medicine,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,120.0,1461,1,OTHER,0,UNKNOWN,SUPPORTIVE_CARE,0,17.79,LOW,ONCOLOGY,ACADEMIC_GOVT,3,95,3.98,1,15.06,0.2206,2.464065708418891,6.3,22,4.3,5,1,2
NCT01402063,COMPLETED,YES,Glioblastoma Multiforme,Brown University,ALL,"ADULT, OLDER_ADULT",PHASE2,63.0,1369,9,DRUG,1,RANDOMIZED,TREATMENT,0,54.74,HIGH,OTHER,ACADEMIC_GOVT,2,82,4.24,4,2.15,0.3254,1.3805697589481374,2.0,30,17.7,13,0,1
NCT01722487,COMPLETED,YES,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma,Pharmacyclics LLC.,ALL,OLDER_ADULT,PHASE3,269.0,791,108,DRUG,1,RANDOMIZED,TREATMENT,0,202.85,HIGH,ONCOLOGY,INDUSTRY,7,287,8.16,3,20.0,0.1554,10.202275600505688,2.1,80,17.1,20,1,2
NCT00005593,COMPLETED,NO,Leukemia|Myelodysplastic Syndromes,Case Comprehensive Cancer Center,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,31.0,1642,1,DRUG,1,UNKNOWN,TREATMENT,0,22.32,LOW,ONCOLOGY,ACADEMIC_GOVT,2,49,7.55,1,0.5,0.2888,0.5663824604141291,4.6,16,6.3,10,0,3
NCT05221593,COMPLETED,NO,Neutropenia,Al-Azhar University,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,50.0,669,1,DRUG,0,RANDOMIZED,PREVENTION,0,43.54,HIGH,OTHER,ACADEMIC_GOVT,6,189,4.48,2,0.76,0.4604,2.242152466367713,4.3,55,4.1,15,1,2
NCT02369016,COMPLETED,YES,"Lymphoma, Non-Hodgkin",Bayer,ALL,"ADULT, OLDER_ADULT",PHASE3,25.0,2591,21,DRUG,0,UNKNOWN,TREATMENT,0,62.75,HIGH,ONCOLOGY,INDUSTRY,12,274,7.45,4,0.5,0.4452,0.28946352759552296,1.8,82,4.9,20,1,0
NCT01182116,COMPLETED,NO,Rectal Cancer,The Cleveland Clinic,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,46.0,2832,1,PROCEDURE,0,UNKNOWN,TREATMENT,0,47.1,HIGH,ONCOLOGY,INDUSTRY,5,101,7.77,2,20.0,0.4715,0.4872881355932203,4.1,22,3.4,9,0,1
NCT01638533,COMPLETED,NO,Glioma|Hematopoietic and Lymphoid Cell Neoplasm|Lymphoma|Metastatic Malignant Solid Neoplasm|Neuroendocrine Neoplasm|Recurrent Adult Soft Tissue Sarcoma|Recurrent Bladder Carcinoma|Recurrent Breast Carcinoma|Recurrent Chronic Lymphocytic Leukemia|Recurrent Colorectal Carcinoma|Recurrent Head and Neck Carcinoma|Recurrent Lung Carcinoma|Recurrent Malignant Solid Neoplasm|Recurrent Melanoma|Recurrent Pancreatic Carcinoma|Recurrent Primary Cutaneous T-Cell Non-Hodgkin Lymphoma|Recurrent Prostate Carcinoma|Recurrent Renal Cell Carcinoma|Recurrent Thyroid Gland Carcinoma|Refractory Chronic Lymphocytic Leukemia|Refractory Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma|Refractory Primary Cutaneous T-Cell Non-Hodgkin Lymphoma|Stage III Breast Cancer AJCC v7|Stage III Colorectal Cancer AJCC v7|Stage III Cutaneous Melanoma AJCC v7|Stage III Lung Cancer AJCC v7|Stage III Pancreatic Cancer AJCC v6 and v7|Stage III Prostate Cancer AJCC v7|Stage III Renal Cell Cancer AJCC v7|Stage III Soft Tissue Sarcoma AJCC v7|Stage IIIA Breast Cancer AJCC v7|Stage IIIA Colorectal Cancer AJCC v7|Stage IIIA Cutaneous Melanoma AJCC v7|Stage IIIB Breast Cancer AJCC v7|Stage IIIB Colorectal Cancer AJCC v7|Stage IIIB Cutaneous Melanoma AJCC v7|Stage IIIC Breast Cancer AJCC v7|Stage IIIC Colorectal Cancer AJCC v7|Stage IIIC Cutaneous Melanoma AJCC v7|Stage IV Breast Cancer AJCC v6 and v7|Stage IV Colorectal Cancer AJCC v7|Stage IV Cutaneous Melanoma AJCC v6 and v7|Stage IV Lung Cancer AJCC v7|Stage IV Pancreatic Cancer AJCC v6 and v7|Stage IV Prostate Cancer AJCC v7|Stage IV Renal Cell Cancer AJCC v7|Stage IV Soft Tissue Sarcoma AJCC v7|Stage IVA Colorectal Cancer AJCC v7|Stage IVB Colorectal Cancer AJCC v7|Unresectable Solid Neoplasm,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE1,37.0,2951,12,OTHER,1,UNKNOWN,TREATMENT,0,51.82,HIGH,METABOLIC,ACADEMIC_GOVT,4,39,6.52,1,1.84,0.3678,0.37614368010843785,5.1,15,7.6,8,1,1
NCT06597552,COMPLETED,NO,Pediatric Cancer|Inspiratory Muscle Training,Medipol University,ALL,"CHILD, ADULT",NOT_REPORTED,8.0,1622,1,OTHER,1,RANDOMIZED,TREATMENT,1,18.18,LOW,ONCOLOGY,ACADEMIC_GOVT,2,91,4.49,2,2.09,0.5657,0.14796547472256472,4.7,27,6.1,14,0,0
NCT00634452,COMPLETED,NO,Hodgkin's Lymphomas,Bristol-Myers Squibb,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,22.0,700,6,BIOLOGICAL,0,UNKNOWN,TREATMENT,0,21.55,LOW,ONCOLOGY,INDUSTRY,2,68,4.94,4,3.83,0.1749,0.942857142857143,5.0,18,3.1,6,1,1
NCT01145638,COMPLETED,YES,Non-myeloid Malignancies|Chemotherapy Induced Anaemia,Pharmacosmos A/S,ALL,"ADULT, OLDER_ADULT",PHASE3,350.0,1308,1,DRUG,0,RANDOMIZED,TREATMENT,0,59.83,HIGH,OTHER,INDUSTRY,4,185,4.25,3,11.43,0.1029,8.027522935779816,0.5,69,3.3,20,1,2
NCT01469338,TERMINATED,NO,Diarrhea|Hormone-resistant Prostate Cancer|Recurrent Prostate Cancer|Stage I Prostate Cancer|Stage IIA Prostate Cancer|Stage IIB Prostate Cancer|Stage III Prostate Cancer|Stage IV Prostate Cancer,University of Southern California,MALE,"ADULT, OLDER_ADULT",PHASE2,9.0,853,1,DRUG,1,UNKNOWN,SUPPORTIVE_CARE,0,17.11,LOW,ONCOLOGY,ACADEMIC_GOVT,4,75,5.01,3,6.21,0.6164,0.31652989449003516,16.2,34,9.1,7,1,2
NCT01611038,COMPLETED,NO,Breast Cancer|Prostate Cancer,"Rutgers, The State University of New Jersey",ALL,ADULT,NOT_REPORTED,100.0,1339,1,DIETARY_SUPPLEMENT,0,RANDOMIZED,BASIC_SCIENCE,3,18.97,LOW,ONCOLOGY,ACADEMIC_GOVT,3,72,6.01,1,0.63,0.2218,2.2404779686333085,2.4,32,4.6,8,0,1
